year,month,day,address,category,description
2022,3,3,369 Huron Street,POLICE ASSISTANCE,A report of an insecure door. Officers attended to assist and successfully secured it. 
2022,3,3,256 McCaul Street,MISCHIEF,A report of graffiti writing in the area. 
2022,3,3,213 Huron Street,UNWANTED PERSON,A report of a suspicious person in the area. Area checked with negative results. 
2022,3,2,60 Harbord Street,UNWANTED PERSON,A report of skateboarders in the area. Individuals left when directed. 
2022,3,2,85 St. George Street,SUSPICIOUS INCIDENT,A report of a person possibly in distress. Officers attended and searched the area with negative results.
2022,3,2,130 St. George Street,POLICE ASSISTANCE,A request to assist an outside agency.
2022,3,2,33 Gerrard Street,ALARM,A report of a fire alarm. Toronto Fire attended and cleared shortly after. All in order false alarm. 
2022,3,1,35 St. George Street,UNWANTED PERSON,A report of several skateboarders in the area. Individuals left when directed. 
2022,3,1,College Street,PERSON WELL-BEING CHECK,A report of a individual requiring medical attention on city property. EMS attended and transported. 
2022,3,1,1 Spadina Crescent,POLICE ASSISTANCE,A report of a medical call. Officers assisted with first aid no further medical attention was required. 
2022,3,1,21 Sussex Avenue ,ASSAULT,A report of an assault. Investigation on-going. 
2022,3,1,21 Sussex Avenue ,FRAUD,A report of a fraudulent rental listing. Investigation on-going. 
2022,3,1,107 St. George Street,UNWANTED PERSON,A report of skateboarders in the area. Individuals left when directed. 
2022,3,1,164 College Street,MISCHIEF,A report of graffiti writing in the area. Officers attended to investigate. 
2022,3,1,124 Edward Street,UNKNOWN TROUBLE,A report of a vehicle blocking the entrance. Parking enforcement was notified. 
2022,3,1,107 St. George Street,UNWANTED PERSON,A report of skateboarders in the area. Individuals cautioned for Trespassing. 
2022,3,1,89 St. George Street,ALARM,A report of a panic alarm set off. Officers attended all in order. 
2022,2,28,487 Spadina Crescent,POLICE ASSISTANCE,A well-being check was conducted. Individual did not require medical attention and was able to care for themselves. 
2022,2,28,214 College Street,UNWANTED PERSON,A report of a person setting up personal belongings at the entrance of the store. Officers attended and the individual was directed off property. 
2022,2,28,21 Sussex Avenue ,FRAUD,A report of a fraudulent job posting. Investigation is on-going. 
2022,2,28,125 St. George Street,UNWANTED PERSON,A report of a suspicious person in the area. Individual gone upon officer arrival. 
2022,2,28,40 St. George Street,FRAUD,A report of a credit card fraud. 
2022,2,28,40 St. George Street,SUSPICIOUS PERSON,A report of a suspicious person inside the building. Officers attended and the individual was escorted off property. 
2022,2,28,164 College Street,MISCHIEF,A report of graffiti writing in the elevator. 
2022,2,28,21 Sussex Avenue ,POLICE ASSISTANCE,A request to assist an outside agency. 
2022,2,28,35 St. George Street,UNWANTED PERSON,A report of skateboarders in the area. Individuals left prior to officer arrival. 
2022,2,28,17 Glen Morris,UNWANTED PERSON,A report of skateboarders in the area. Officers attended and the individuals left when directed. 
2022,2,28,107 St. George Street,UNWANTED PERSON,A report of a skateboarder in the area. Individual left when directed. 
2022,2,24,71 Prince Arthur Avenue,UNWANTED PERSON,A report of several skateboarders in the area. Individuals left prior to officer arrival. 
2022,2,24,"107 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PARTIES LEFT UPON OFFICERS DIRECTION.
2022,2,24,"17 GLEN MORRIS STREET, TORONT",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PARTIES LEFT WHEN DIRECTED.
2022,2,24,"107 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,"REPORT OF PERSONS TRESPASSING.  UPON OFFICERS ARRIVAL, PARTIES WERE GONE."
2022,2,24,"107 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,"REPORT OF PERSONS TRESPASSING.  UPON OFFICERS DIRECTION, PARTIES LEFT THE AREA."
2022,2,24,"321 BLOOR STREET WEST, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PARTIES LEFT WHEN DIRECTED.
2022,2,24,"107 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  ALL IN ORDER.
2022,2,24,"80 QUEEN'S PARK, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON IN THE BUILDING.  PARTY WAS GONE PRIOR TO OFFICERS ARRIVAL.
2022,2,24,"1 KING'S COLLEGE CIRCLE, TORONTO",POLICE ASSISTANCE,REPORT OF A PERSON REQUIRING MEDICAL ATTENTION.  PARTY TRANSPORTED BY EMS TO HOSPITAL.
2022,2,24,"35 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PARTIES LEFT UPON OFFICERS DIRECTION.
2022,2,24,"33 WILLCOCKS STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF A PERSON TRESPASSING.  PARTY LEFT WHEN DIRECTED. 
2022,2,24,"107 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERONS TRESPASSING.  PARTIES WERE GONE UPON OFFICERS ARRIVAL.
2022,2,24,"27 KING'S COLLEGE CIRCLE, TORONTO",POLICE INFORMATION,INFORMATION RECEIVED OF ANIMAL ACTIVISTS BLITZING TELEPHONE LINES.
2022,2,24,OFF CAMPUS,THREATS,REPORT OF THREATENING MESSAGES.  
2022,2,23,124 Edward Street,POLICE ASSISTANCE,A report of suspicious person in the area. Officers attended all in order. 
2022,2,23,107 St. George Street,UNWANTED PERSON,A report of a suspicious vehicle in parking garage. Officers attended all in order. 
2022,2,23,78 Queen's Park ,PERSON WELL-BEING CHECK,A report of an individual in the east stairwell fire escape. Officers attended individual was packing up belongings and leaving the area.
2022,2,23,30 Charles Street,ALARM,A report of a fire alarm activated. Toronto Fire attended and confirmed that it was caused by construction in the area. 
2022,2,23,17 Glen Morris ,SUSPICIOUS PERSON,A report of several people gathered in the parking garage. Officers attended all in order. 
2022,2,23,60 Harbord Street,UNWANTED PERSON,A report of skateboards in the parking garage. Officers attended all in order. 
2022,2,23,107 St. George Street,UNWANTED PERSON,A report of skateboarders in the area. Individuals left when directed. 
2022,2,23,35 Galbraith Street,UNWANTED PERSON,A report of skateboarders in the area. Individuals left when directed. 
2022,2,23,60 Harbord Street,THEFT,A report of a stolen food delivery. 
2022,2,23,15 King's College Circle ,UNWANTED PERSON,A report of skateboarders in the area. Individuals left when directed. 
2022,2,23,55 St. George Street,UNWANTED PERSON,A report of skateboarders in the area. Individuals left when directed. 
2022,2,23,60 Harbord Street,THEFT,A report of missing food that was delivered. Investigation on-going. 
2022,2,23,1 King's College Circle ,POLICE INFORMATION,A report of a wallet missing in the area. 
2022,2,23,60 Harbord Street,UNWANTED PERSON,A report of skateboarders in the area. Individuals left when directed. 
2022,2,22,78 Queen's Park ,UNWANTED PERSON,A report of a person blocking the exit door. Individual left when directed. 
2022,2,22,107 St. George Street,UNWANTED PERSON,A report of skateboarders in the area. All parties left when directed. 
2022,2,22,"321 Bloor Street West, Toronto",Suspicous Person,A report of a Suspcious person investigated by officers and all was in order.
2022,2,22,107 St. George Street,UNWANTED PERSON,A report a two skateboarders in the underground. Individuals left when directed. 
2022,2,22,15 King's College Circle,SUSPICIOUS PERSON,A report of a suspicious person in the area. Individual left property shortly after. 
2022,2,22,160 College Street,POLICE ASSISTANCE,A report of an elevator entrapment. Toronto fire notified and attended all in order. 
2022,2,22,55 St. George Street,UNWANTED PERSON,A report of a skateboarder in the area. Individual left when directed. 
2022,2,22,60 Harbord Street,UNWANTED PERSON,A report of skateboarders in the area. Individuals gone prior to officer arrival. 
2022,2,22,55 St. George Street,UNWANTED PERSON,A report of skateboarders in the area. Individuals left when directed. 
2022,2,22,1 Spadina Crescent,POLICE ASSISTANCE,A report of powder plaster left on exterior walkway. Area cautioned taped until cleaned up. 
2022,2,21,"17 GLEN MORRIS STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PARTIES LEFT AREA UPON OFFICERS DIRECTION.
2022,2,21,"107 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,"REPORT OF PERSONS TRESPASSING. UPON OFFICERS DIRECTION, PARTIES LEFT AREA."
2022,2,21,"35 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PARTIES LEFT AREA UPON OFFICERS DIRECTION.
2022,2,21,"107 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PARTIES LEFT AREA UPON OFFICERS DIRECTION.
2022,2,21,"10 KING'S COLLEGE ROAD, TORONTO",LIQUOR LICENCE ACT,PERSON TRANSPORTED TO HOSPITAL BY EMS.
2022,2,21,"17 GLEN MORRIS STREET, TORONTO",MISCHIEF,REPORT OF MISCHIEF TO PROPERTY.
2022,2,21,"55 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PARTIES LEFT AREA UPON OFFICERS DIRECTION.
2022,2,21,"107 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PERSONS LEFT WHEN DIRECTED.
2022,2,20,"30 CHARLES STREET WEST, TORONTO",MISCHIEF,OFFICERS RESPONDED TO A FIRE ALARM.  FIRE EXTINGUISHER DISCHARGED CAUSING ALARM (MISCHIEF).
2022,2,20,No Address,TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PARTIES LEFT UPON OFFICERS DIRECTION.
2022,2,20,"214 COLLEGE STREET, TORONTO",INSECURE PREMISES,REPORT OF AN INSECURE PREMISES.  ALL IN ORDER.
2022,2,20,"100 COLLEGE STREET, TORONTO",INSECURE PREMISES,REPORT OF AN INSECURE PREMISES.  ALL IN ORDER.
2022,2,20,"15 KING'S COLLEGE CIRCLE, TORONTO",INSECURE PREMISES,REPORT OF AN INSECURE PREMISES.  ALL IN ORDER.
2022,2,20,"20 WILLCOCKS STREET, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON.  PARTY LEFT THE AREA WITHOUT INCIDENT.
2022,2,20,"182 ST. GEORGE STREET, TORONTO",ASSAULT,REPORT OF AN ASSAULT OFF CAMPUS.  PARTY TRANSPORTED TO HOSPITAL.
2022,2,19,"107 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,"REPORT OF PERSONS TRESPASSING.  UPON OFFICERS DIRECTION, PARTIES LEFT."
2022,2,19,"21 SUSSEX AVENUE, TORONTO",SUSPICIOUS CIRCUMSTANCES,REPORT OF A E-MAIL JOB SCAM.  
2022,2,19,"107 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PARTIES LEFT UPON OFFICERS DIRECTION.
2022,2,19,"17 GLEN MORRIS STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PARTIES LEFT UPON OFFICERS DIRECTION.
2022,2,19,"107 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  ALL IN ORDER.
2022,2,19,"89 CHESTNUT STREET, TORONTO",PERSON WELLBEING CHECK,A PERSON REPORTED CONCERNS FOR SOMEONES WELLBEING.  OFFICERS INVESTIGATED AND THE PARTY IS ABLE TO CARE FOR THEMSELVES.
2022,2,19,"107 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PERSONS LEFT WHEN DIRECTED.
2022,2,19,"107 ST. GEORGE STREET, TORONTO",MISCHIEF,REPORT OF MISCHIEF TO PROPERTY.
2022,2,18,"152 ST. GEORGE STREET, TORONTO",STOLEN MOTOR VEHICLE,TORONTO POLICE SERVICE REQUESTED ASSISTANCE IN LOCATING A STOLEN MOTOR VEHICLE.  MOTOR VEHICLE LOCATED AT OFF CAMPUS FRATERNITY HOUSE PARKING LOT.
2022,2,18,"27 KING'S COLLEGE CIRCLE, TORONTO",SUSPICIOUS CIRCUMSTANCES,REPORT OF SUSPICIOUS CIRCUMSTANCES.  POSTERS COVERING ENTRANCE TO BUILDING.
2022,2,18,"107 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  ALL PARTIES LEFT AREA UPON OFFICERS DIRECTION.
2022,2,18,"107 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PERSONS LEFT UPON OFFICERS DIRECTION
2022,2,18,"17 GLEN MORRIS STREET, TORONTO",TRESPASS TO PROPERTY ACT,"REPORT OF PERSONS TRESPASSING.  UPON OFFICERS DIRECTION, PERSONS LEFT THE AREA."
2022,2,18,"17 GLEN MORRIS STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PARTIES LEFT WHEN DIRECTED BY OFFICERS.
2022,2,18,"17 GLEN MORRIS STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PERSONS LEFT AREA WHEN DIRECTED.
2022,2,18,"107 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PARTIES LEFT WHEN DIRECTED BY OFFICERS.
2022,2,18,"17 GLEN MORRIS STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PERSONS LEFT AREA UPON OFFICERS DIRECTION.
2022,2,18,"107 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,"REPORT OF PERSONS TRESPASSING.  UPON OFFICERS DIRECTION, PERSONS LEFT AREA."
2022,2,18,OFF CAMPUS ,SUSPCICIOUS PERSON,REPORT OF A SUPSICIOUS PERSON.  
2022,2,17,35 Charles Street West,POLICE ASSISTANCE,A report of an elavtor entrapment. Technician attended all in order. 
2022,2,16,Innis College Residence,MISCHIEF,Graffiti writing observed in various locations around the building. 
2022,2,16,21 Sussex Avenue,PROPERTY RELATED ,A report of a vehicle being towed off property. Individual was directed to city resources.
2022,2,16,60 Harbord Street,UNWANTED PERSON,A report of skateboarders in the area. All parties left when directed. 
2022,2,16,45 Willcocks Street,PROPERTY DAMAGE ,A report of a broken sprinker head. Toronto Fire attended and cleared shortly after. 
2022,2,16,17 Glen Morris Street,UNWANTED PERSON,A report of skateboarders in the parking garage. All parties left when directed. 
2022,2,15,60 Sussex Avenue ,MISCHIEF,A report of graffiti writing in the area. 
2022,2,15,60 Sussex Avenue ,PROPERTY DAMAGE,A report of a broken fence. 
2022,2,15,Woodsworth College ,MISCHIEF,Graffiti writing observed in various locations. 
2022,2,15,107 St. George Street,UNWANTED PERSON,A report of an individual lingering by the elevators with their belongings. Officers attended all in order.  
2022,2,15,55 Harbord Street,THEFT,A report of a stolen jacket. 
2022,2,14,275 Bloor Street,UNWANTED PERSON,A report of a tent set up in the area. Individual packed up their belongings and left the area. 
2022,2,14,107 St. George Street,UNWANTED PERSON,A report a person sleeping in the underground. Individual left when directed. 
2022,2,14,40 St. George Street,THEFT,A report of a stolen jacket. 
2022,2,14,720 Spadina Avenue,POLICE ASSISTANCE,A report of a suspicious person inside the building. Individual was verbally trespassed and left the area. 
2022,2,14,17 Glen Morris Street,SUSPICIOUS PERSON,A report of a suspicious person in the area. Individual left when directed. 
2022,2,14,124 Edward Street,POLICE ASSISTANCE,A report of an unwanted person inside the building. Individual left prior to officer arrival. 
2022,2,14,130 St. George Street,UNWANTED PERSON,A report of a person becoming argumentative with security. Individual left the area prior to officer arrival. 
2022,2,13,107 St. George Street,POLICE ASSISTANCE,A report of a vehicle stuck in the parking garage. Officers attended to assist all in order. 
2022,2,13,55 Harbord Street,THEFT,A report of a bicycle theft. 
2022,2,13,89 Chestnut Street,POLICE ASSISTANCE,A request to assist an outside agency. 
2022,2,13,17 Glen Morris Street,UNWANTED PERSON,A report of several skateboarders in the area. All parties left when directed. 
2022,2,13,81 St. Mary Street,ALARM,A report of a fire alarm set off. Toronto Fire attended all in order. 
2022,2,12,40 Willcocks Street,UNWANTED PERSON,A report of a person blocking the front entrance with a shopping cart. Individual gone prior to officer arrival. 
2022,2,12,89 Chestnut Street,UNWANTED PERSON,A report of a suspicious person in the area. Individual gone prior to officer arrival. 
2022,2,12,730 Young Street ,UNWANTED PERSON,A report of a person refusing to leave the area. Officers attended all in order. 
2022,2,11,40 St. George Street,POLICE INFORMATION,A report of several individuals not following PPE guidelines. Campus Safety attended all in order. 
2022,2,11,107 St. George Street,UNWANTED PERSON,A report of several skateboarders in the area. All parties left when directed. 
2022,2,4,"21 SUSSEX AVENUE, TORONTO",POLICE ASSISTANCE,OFFICERS PROVIDED SUPPORTS TO COMMUNITY MEMBER.
2022,2,4,"45 WILLCOCKS STREET, TORONTO",UNLAWFULLY IN DWELLING,PERSON CHARGED WITH BEING UNLAWFULLY IN A DWELLING.
2022,2,4,"172 ST. GOERGE STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON.  PARTY GONE PRIOR TO OFFICERS ARRIVAL.
2022,2,4,"78 QUEEN'S PARK, TORONTO",PERSON WELL BEING CHECK,PERSON WELL BEING CHECK PERFORMED BY OFFICERS.  PERSON ABLE TO CARE FOR THEMSELVES AND LEFT AREA.
2022,2,3,1 King's College Circle,THEFT,A report of a stolen bag containing two cameras. 
2022,2,3,130 St. George Street,UNWANTED PERSON,A report of a tent set up in the area. All in order individual left when directed. 
2022,2,3,55 St. George Street,UNWANTED PERSON,A report of skateboarders in the area. All parties left when directed.
2022,2,3,45 Willcocks Street,SUSPICIOUS INCIDENT,A report of person entering an unauthorized room. Investigation on-going. 
2022,2,3,124 Edward Street,UNWANTED PERSON,A report of a suspicious person in the area. Individual left the area. 
2022,2,3,107 St. George Street,UNWANTED PERSON,A report of skateboarders in the area. All parties left when directed.
2022,2,2,55 St. George Street,THEFT,A report of two stolen laptops.
2022,2,2,369 Huron Street,PROPERTY DAMAGE,A report of a damage to a ceiling caused by a broken sprinkler head. 
2022,2,2,30 Charles Street West,UNWANTED PERSON,A report of a person  blocking access to a building. Individual left the area prior to officer arrival. 
2022,2,2,40 Willcocks Street,SUSPICIOUS PERSON,A report of a suspicious person in the area. Individual left the area. 
2022,2,1,107 St. George Street,MISCHIEF,A report of graffiti writing in the area which was previously reported. 
2022,2,1,40 St. George Street,UNWANTED PERSON,A report a suspicious person in the area. Individual left when directed. 
2022,2,1,85 St. George Street Toronto ,THEFT,A report of a stolen bicycle. 
2022,2,1,21 Sussex Avenue ,FRAUD,A report of an investment fraud. 
2022,2,1,17 Glen Morris ,MISCHIEF,A report of several skateboarders in the area. All parties left when directed. 
2022,2,1,730 Young Street,SUSPICIOUS PERSON,A report of a suspicious person in the area. Individual gone upon officer arrival. 
2022,1,31,75 St. George Street,ALARM,A report of a steam leak causing fire alarm to go off. Toronto Fire attended and cleared shortly after.
2022,1,31,33 Willcocks Street,MISCHIEF,Graffiti writing observed on a garbage bin and sign. 
2022,1,31,30 Charles Street,SUSPICIOUS PERSON,A report of a suspicious person in the area. Individual left the area and refused further assistance. 
2022,1,31,OISE,PERSON WELL-BEING CHECK,A report of person sleeping near elevator doors. Services provided but declined. Individual left the area. 
2022,1,31,80 Queen's park ,SUSPICIOUS PERSON,A report of a known Trespasser inside the building. Complete building search done with negative results.
2022,1,31,113 St. Joseph Street,SUSPICIOUS PERSON,A report of a suspicious person in the area. Officers attended individual off property. 
2022,1,31,40 Willcocks Street,SUSPICIOUS PERSON,A report of a suspicious person in the area. Individual gone upon officer arrival. 
2022,1,30,"20 WILLCOCKS STREET, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON.  PARTY LEFT WHEN DIRECTED BY OFFICERS.
2022,1,30,"35 ST. GEORGE STREET, TORONTO",INSECURE PREMISES,PROPERTY FOUND INSECURE. ALL IN ORDER.
2022,1,30,"55 ST. GEORGE STREET, TORONTO",INSECURE PREMISES,PROPERTY FOUND INSECURE. ALL IN ORDER.
2022,1,30,"170 ST. GEORGE STREET, TORONTO",WELLBEING CHECK,OFFICER CONDUCTED A WELLBEING CHECK.  PARTY ABLE TO CARE FOR THEMSELVES.
2022,1,30,"40 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,PERSON FOR TRESPASSING AND LEFT WHEN DIRECTED BY OFFICERS.
2022,1,30,"40 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,INSECURE PREMISES INVESTIGATED AND A PARTY WAS FOUND AND TRESPASSED BY OFFICERS.
